Daynum,Last,Lblk,Ldr,Lfga,Lfga3,Lfgm,Lfgm3,Lfta,Lftm,Lor,Lpf,Lscore,Lstl,Lto,Numot,Season,Wast,Wblk,Wdr,Wfga,Wfga3,Wfgm,Wfgm3,Wfta,Wftm,Win,Wor,Wpf,Wscore,Wstl,Wto,adv
138,8,5,18,64,23,19,5,10,5,11,18,48,7,11,0,2013,14,7,35,52,16,26,4,22,14,0,14,14,70,10,18,1277
139,16,3,20,59,13,24,3,21,9,8,14,60,7,6,0,2014,13,6,34,54,11,30,5,16,13,0,6,16,78,3,10,1438
137,15,1,19,62,37,22,15,13,12,16,22,71,6,12,0,2014,16,0,24,45,13,25,5,28,23,1,3,15,78,3,8,1181
139,11,4,12,53,22,24,8,9,7,7,21,63,3,6,0,2014,15,0,23,55,22,27,6,26,23,0,18,14,83,2,7,1397
137,15,4,23,59,23,22,8,23,12,10,20,64,3,14,0,2008,14,4,34,63,13,28,5,21,17,1,13,20,78,4,16,1388
137,9,1,18,54,26,18,9,11,4,10,16,49,2,14,0,2013,12,4,31,52,22,24,12,21,18,1,10,14,78,7,11,1334
139,7,3,22,61,27,23,7,7,6,16,17,59,2,8,0,2013,12,2,22,55,25,22,9,15,10,1,13,10,63,4,6,1228
136,8,1,23,59,26,23,10,22,16,8,26,72,4,10,0,2016,9,6,33,54,15,24,5,34,26,1,11,18,79,5,14,1138
138,8,0,17,59,22,20,6,14,11,16,18,57,10,15,0,2016,7,4,24,38,12,21,7,23,16,1,2,15,65,10,16,1455
139,10,3,22,55,22,22,9,22,19,8,19,72,4,9,0,2008,17,7,25,57,26,25,13,21,12,0,16,19,75,3,13,1400
143,12,3,16,63,26,22,8,12,9,15,15,61,3,8,0,2013,14,3,26,50,6,27,3,19,14,0,10,11,71,3,11,1266
143,12,1,10,47,17,25,10,13,9,7,19,69,6,12,0,2016,17,1,18,51,15,32,10,19,18,0,9,16,92,8,8,1437
137,10,4,21,44,20,21,7,10,7,3,15,56,1,7,0,2007,10,1,20,44,16,19,5,17,15,0,4,12,58,3,5,1332
136,14,7,23,65,22,21,5,14,12,21,19,59,8,11,0,2009,16,3,24,51,26,20,10,15,12,1,9,11,62,5,14,1155
137,10,5,20,43,18,15,3,16,12,6,13,45,4,18,0,2011,20,2,24,64,26,33,9,1,0,1,12,17,75,5,11,1397
136,13,0,21,52,19,23,4,8,6,8,10,56,3,12,0,2013,12,3,21,55,20,28,9,9,6,1,8,8,71,6,9,1355
138,6,2,17,58,16,23,3,6,4,7,14,53,9,11,0,2013,17,0,29,60,20,31,6,11,10,1,12,7,78,7,12,1433
144,21,8,28,66,16,36,6,10,7,7,17,85,5,13,1,2013,18,1,24,71,23,35,8,17,9,1,14,12,87,7,10,1242
146,13,3,27,56,10,23,2,17,11,9,11,59,7,15,0,2013,18,5,26,65,19,30,10,13,9,1,9,13,79,13,11,1196
152,13,4,23,55,14,23,3,11,7,10,19,56,7,10,0,2013,17,3,24,53,24,21,8,20,11,1,13,11,61,5,10,1393
136,10,0,18,53,19,18,1,4,3,8,14,40,3,9,0,2014,15,1,25,46,17,22,7,9,6,1,6,8,57,8,11,1459
138,14,3,20,62,11,23,4,16,15,21,16,65,3,9,0,2014,16,2,19,54,28,24,14,21,17,1,11,12,79,5,4,1400
144,11,8,17,57,11,30,3,14,8,11,13,71,7,7,0,2014,14,1,20,49,20,27,11,10,8,1,6,13,73,5,13,1397
135,10,6,26,56,15,25,3,15,9,10,15,62,5,11,0,2016,10,6,26,59,25,24,6,16,13,1,12,14,67,5,8,1409
138,12,1,20,56,27,22,10,11,9,14,23,63,5,14,0,2009,18,4,22,51,19,25,6,27,17,0,13,13,73,5,11,1328
139,13,0,18,53,21,27,7,11,10,4,23,71,7,7,0,2011,12,2,23,49,20,25,5,25,18,0,10,18,73,1,11,1181
137,11,0,18,54,23,22,7,11,9,11,16,60,2,10,0,2012,13,2,22,43,16,22,6,17,15,0,4,12,65,6,9,1325
154,12,2,19,48,18,25,8,25,18,8,15,76,3,12,0,2013,18,3,17,61,16,28,8,23,18,0,15,22,82,9,9,1257
146,11,1,10,57,18,27,7,14,11,14,14,72,4,7,0,2014,8,6,18,58,11,31,7,11,6,0,17,14,75,2,11,1246
137,18,1,14,63,27,25,10,5,3,11,14,63,10,7,0,2016,12,8,28,43,15,25,8,15,12,0,5,9,70,3,16,1323
137,9,8,23,60,14,26,5,17,7,12,19,64,6,13,0,2003,16,1,28,56,13,26,7,25,20,1,10,18,79,5,11,1160
139,9,1,14,43,21,16,5,12,9,8,20,46,2,14,0,2003,15,0,21,45,16,25,6,18,12,1,9,18,68,5,10,1196
144,8,4,24,54,16,20,2,18,16,9,15,58,12,15,0,2003,10,3,26,56,17,22,6,12,10,1,11,20,60,8,18,1268
137,13,1,20,61,20,26,7,26,22,10,29,81,9,15,0,2005,11,1,25,51,14,29,3,36,28,1,5,22,89,9,13,1330
139,5,0,18,70,22,22,7,14,10,23,19,61,4,9,0,2005,12,4,27,56,12,27,2,22,16,1,12,16,72,4,9,1436
144,8,2,24,51,23,22,7,24,17,9,22,68,11,22,0,2005,12,0,22,65,14,27,5,23,19,1,16,22,78,13,16,1181
146,14,3,21,69,19,31,9,23,17,16,25,88,7,11,2,2005,15,3,23,64,19,30,10,30,24,1,17,20,94,6,13,1246
136,7,4,17,47,29,15,10,15,9,12,19,49,6,15,0,2007,17,3,24,41,10,22,4,15,13,1,4,18,61,6,15,1266
136,13,2,18,56,23,21,6,19,13,11,12,61,7,11,0,2008,19,2,27,54,15,26,4,18,16,1,10,18,72,4,12,1396
138,4,9,17,52,17,17,2,19,18,9,16,54,8,9,0,2008,12,3,27,52,10,25,6,9,9,1,10,17,65,1,15,1338
137,16,7,20,61,17,25,5,13,7,8,17,62,8,6,0,2009,15,4,32,61,13,28,4,23,17,1,17,15,77,6,10,1352
139,10,5,18,57,10,23,1,26,22,12,21,69,10,11,0,2009,20,1,24,51,13,22,6,31,24,1,12,18,74,5,16,1425
144,11,4,24,53,12,24,3,13,11,13,17,62,7,19,0,2009,17,2,18,59,15,23,5,17,16,1,13,16,67,13,13,1242
146,12,5,18,47,16,18,6,18,10,11,15,52,7,12,0,2009,19,1,24,52,16,24,8,11,8,1,13,22,64,7,12,1257
152,8,7,26,59,6,25,2,33,21,16,18,73,5,16,0,2009,18,3,24,72,19,31,6,20,14,1,18,25,82,11,11,1163
137,8,3,25,57,21,23,8,22,13,15,23,67,7,11,0,2010,16,4,26,53,19,20,7,33,23,1,14,22,70,5,9,1308
139,20,0,14,66,19,29,9,20,16,10,14,83,8,6,0,2010,18,5,29,58,18,32,10,14,11,1,13,19,85,3,19,1268
144,4,3,22,44,16,17,4,21,14,4,13,52,6,10,0,2010,15,3,26,44,19,19,7,19,14,1,6,19,59,8,10,1320
146,11,3,17,47,16,24,7,21,14,10,15,69,6,10,0,2010,12,8,14,52,18,24,6,21,16,1,13,20,70,8,11,1397
137,10,4,16,50,17,22,8,23,15,4,10,67,6,12,0,2012,21,0,28,68,9,40,3,9,6,1,15,17,89,6,12,1254
139,9,1,20,51,25,18,7,23,18,8,16,61,5,6,0,2012,12,1,27,46,10,25,4,17,11,1,5,19,65,2,11,1387
136,10,5,15,54,25,19,7,14,9,8,12,54,12,7,0,2013,16,3,29,58,15,26,6,11,7,1,20,16,65,6,17,1434
138,8,5,18,64,23,19,5,10,5,11,18,48,7,11,0,2013,14,7,35,52,16,26,4,22,14,1,14,14,70,10,18,1272
136,7,1,17,55,20,20,8,39,30,7,19,78,4,8,0,2014,16,2,32,56,19,30,10,25,23,1,10,27,93,4,14,1174
138,8,3,24,53,17,22,6,30,23,8,17,73,4,11,0,2014,17,1,24,57,21,28,7,22,17,1,10,20,80,9,11,1217
144,10,4,21,57,18,20,6,17,13,14,16,59,5,6,0,2014,13,4,25,47,14,21,5,18,14,1,7,16,61,5,10,1438
137,8,2,31,57,14,19,4,26,21,12,19,63,4,12,0,2015,18,3,30,57,18,26,7,19,11,1,5,22,70,8,9,1208
139,6,3,21,57,17,17,2,26,18,18,18,54,2,5,0,2015,7,7,25,40,12,17,6,33,20,1,7,19,60,4,6,1438
144,7,4,24,55,17,20,4,16,14,14,16,58,2,7,0,2015,9,1,21,57,27,22,9,16,9,1,15,16,62,1,5,1328
146,10,6,26,64,11,23,4,29,20,15,16,70,6,9,1,2015,20,7,31,60,23,26,9,20,15,1,10,22,76,5,12,1257
146,11,2,26,54,16,25,8,26,18,12,28,76,1,12,0,2003,16,4,20,51,14,25,6,38,29,0,8,22,85,6,4,1400
136,14,0,20,55,16,23,5,18,15,6,25,66,9,14,0,2004,10,2,23,46,22,20,7,29,25,0,5,16,72,6,17,1305
152,15,4,27,74,23,25,7,18,14,15,19,71,10,12,0,2005,18,6,38,71,20,35,6,17,11,0,13,17,87,5,13,1314
137,17,2,18,60,26,26,10,5,3,6,23,65,2,10,0,2006,7,6,30,49,12,29,5,26,12,0,10,10,75,4,14,1206
138,15,0,18,59,20,22,8,17,15,11,27,67,5,10,0,2007,12,3,26,52,16,25,6,34,25,0,14,17,81,6,10,1314
144,18,3,17,59,18,29,5,17,11,11,28,74,2,12,0,2008,13,7,22,59,13,31,4,35,26,0,17,16,92,9,9,1272
154,13,5,29,55,23,22,7,29,21,13,28,72,1,21,0,2009,13,0,24,61,12,28,5,40,28,0,11,22,89,9,7,1314
152,11,4,28,42,11,18,4,18,10,8,21,50,3,16,0,2010,5,2,21,49,21,15,5,24,17,0,11,17,52,12,8,1139
136,20,8,21,62,25,25,10,21,16,15,28,76,9,16,0,2011,13,8,26,48,11,22,4,47,30,0,13,20,78,7,16,1417
143,12,7,28,49,21,14,5,12,11,8,15,44,8,15,0,2012,15,7,28,55,23,21,9,11,6,0,11,11,57,9,10,1257
144,6,4,25,50,12,20,3,24,18,8,24,61,6,11,0,2013,8,5,24,49,18,20,7,26,24,0,5,17,71,3,8,1181
146,13,3,26,46,29,18,11,8,7,6,16,54,5,16,0,2014,8,3,23,49,22,17,5,22,21,0,7,12,60,7,8,1163
152,10,3,24,55,20,22,7,16,10,9,28,61,4,14,0,2015,10,4,29,50,10,26,2,37,27,0,7,18,81,9,8,1181
137,20,2,22,54,24,30,11,15,10,8,22,81,6,14,0,2016,16,5,18,59,19,33,11,21,13,0,10,13,90,6,10,1292
137,10,2,23,63,22,20,4,25,19,19,19,63,5,15,0,2013,19,3,25,61,16,31,9,19,12,1,11,19,83,7,11,1417
137,8,1,21,63,23,21,5,10,6,20,18,53,9,17,0,2005,11,8,24,57,8,25,2,19,12,0,15,17,64,12,13,1235
136,12,2,22,54,13,22,4,19,14,8,20,62,6,12,0,2009,12,1,27,57,20,27,11,19,11,0,14,18,76,6,14,1400
137,14,11,25,62,26,19,7,14,9,16,18,54,2,8,0,2010,15,3,30,67,20,23,7,19,12,0,20,16,65,6,6,1462
139,11,1,16,50,18,20,8,22,16,13,25,64,4,14,0,2013,13,3,20,37,20,21,10,36,26,0,6,18,78,7,14,1196
137,10,7,25,59,30,15,7,13,9,15,16,46,7,11,0,2013,8,6,31,57,15,22,3,16,10,1,12,12,57,6,10,1458
134,22,2,33,58,29,28,15,27,19,6,23,90,0,15,0,2015,24,6,27,80,23,36,7,23,15,1,16,21,94,7,7,1140
139,14,4,22,63,19,30,4,21,10,18,18,74,5,13,0,2013,14,4,21,55,23,27,9,18,13,0,9,19,76,8,12,1247
136,16,4,22,73,27,24,6,5,3,16,21,57,7,8,0,2015,17,4,30,56,23,26,10,21,14,0,8,14,76,6,10,1462
137,12,0,17,51,27,18,9,15,7,3,18,52,7,17,0,2004,19,3,34,56,22,30,8,23,17,1,13,13,85,12,17,1284
137,9,3,18,63,18,24,4,25,18,12,19,70,6,5,0,2005,13,6,29,57,17,32,9,26,20,1,10,19,93,3,9,1390
137,13,2,25,64,38,22,9,19,16,11,26,69,6,10,0,2008,16,6,32,51,17,24,4,36,24,1,8,15,76,5,12,1332
137,10,4,22,44,21,16,6,14,8,8,13,46,6,10,0,2003,5,0,19,47,18,18,5,8,6,0,7,15,47,3,8,1139
139,14,3,22,72,26,26,9,21,13,18,21,74,11,8,0,2004,14,9,32,55,19,30,13,23,16,0,6,14,89,3,13,1462
139,9,5,21,62,13,20,4,21,11,18,19,55,7,10,0,2005,8,6,30,50,21,19,8,21,17,0,13,22,63,8,16,1181
139,9,7,26,60,19,26,8,20,14,11,23,74,2,8,0,2008,19,11,26,63,16,28,6,32,15,0,19,16,77,3,5,1272
136,5,5,21,58,18,20,5,19,13,14,22,58,5,17,0,2009,13,0,28,62,9,27,2,21,15,0,17,21,71,5,15,1449
136,19,0,18,65,19,26,8,21,11,11,19,71,6,13,0,2003,7,6,32,52,13,28,5,18,11,1,9,19,72,4,23,1356
137,11,0,23,64,21,23,6,12,7,17,15,59,1,9,0,2009,19,1,28,59,20,28,5,19,17,1,9,11,78,4,4,1165
139,8,0,25,60,14,23,5,33,28,16,17,79,4,12,0,2009,14,4,20,64,22,31,7,20,14,1,10,23,83,6,7,1266
143,16,6,25,69,15,35,3,32,18,15,25,91,8,14,0,2009,17,3,25,62,16,33,6,45,30,1,12,24,102,9,12,1272
137,14,1,23,63,24,28,12,14,10,18,22,78,2,20,0,2010,21,3,21,58,17,30,5,29,21,1,9,16,86,15,9,1155
138,19,4,20,72,36,31,15,19,15,18,17,92,4,12,1,2003,18,0,25,62,18,35,12,20,19,0,8,20,101,6,12,1266
145,21,1,20,76,18,32,5,12,6,12,24,75,10,6,0,2009,15,8,36,53,12,27,2,32,26,0,11,13,82,3,17,1163
139,13,8,21,61,21,20,7,20,12,17,23,59,6,7,0,2010,12,5,28,47,15,19,5,33,25,0,13,16,68,4,10,1452
136,15,3,16,63,19,24,6,13,9,15,18,63,7,9,0,2011,14,2,23,54,11,29,4,22,16,0,13,15,78,3,11,1153
137,15,1,18,55,29,29,13,17,13,7,19,84,6,8,0,2012,14,3,23,59,19,32,10,18,12,0,14,20,86,2,11,1313
136,13,3,16,57,23,24,7,19,17,3,24,72,6,5,0,2013,10,3,30,51,14,25,7,33,27,0,12,17,84,1,14,1161
134,7,4,27,63,15,19,4,13,7,15,11,49,4,13,0,2006,21,10,31,61,26,27,10,9,7,1,7,11,71,2,9,1214
137,12,0,17,51,27,18,9,15,7,3,18,52,7,17,0,2004,19,3,34,56,22,30,8,23,17,0,13,13,85,12,17,1280
137,12,3,25,41,17,14,4,17,13,6,17,45,7,18,0,2006,7,1,25,52,25,16,7,23,19,0,15,17,58,13,13,1437
136,15,7,19,70,18,33,5,10,8,17,23,79,5,9,0,2006,18,2,22,56,12,29,6,27,23,1,10,12,87,2,8,1305
136,15,0,21,65,20,33,9,8,2,12,16,77,5,18,0,2005,19,1,23,58,19,32,9,22,15,0,9,14,88,9,16,1449
138,19,3,23,55,20,20,7,11,9,6,13,56,3,7,0,2006,16,9,29,63,17,27,8,9,7,0,15,11,69,2,8,1130
136,17,2,26,54,21,22,6,12,7,11,21,57,5,12,0,2010,14,3,21,53,20,22,5,23,13,0,10,14,62,8,6,1307
136,8,2,16,47,9,18,3,15,10,5,16,49,8,8,0,2012,15,8,26,48,19,23,10,19,17,0,11,15,73,3,10,1458
136,5,6,22,54,31,11,4,12,8,11,22,34,5,17,0,2013,21,5,32,52,11,27,5,31,22,0,8,8,81,12,8,1393
134,4,6,18,58,15,18,2,11,5,9,18,43,7,13,0,2009,13,2,34,50,15,18,4,24,18,1,16,14,58,6,21,1106
136,14,7,23,48,25,22,10,16,7,6,18,61,14,16,0,2011,11,1,24,57,19,21,9,18,11,1,17,13,62,12,18,1257
137,12,1,14,52,11,20,4,14,10,13,10,54,4,20,0,2009,19,4,21,50,24,29,10,11,6,0,8,16,74,9,19,1257
138,7,3,22,48,14,18,2,15,10,12,16,48,4,9,0,2011,18,4,22,55,16,26,4,13,9,0,10,12,65,5,6,1350
136,10,1,16,77,23,22,6,8,4,20,24,54,9,7,0,2009,15,6,38,48,12,29,4,32,20,0,7,11,82,5,15,1328
137,3,7,25,61,19,18,3,20,11,13,22,50,6,12,0,2010,20,4,35,58,15,24,4,31,25,0,14,16,77,7,9,1452
136,7,5,19,66,14,13,1,6,2,15,9,29,7,11,0,2008,20,13,40,57,20,27,8,11,8,0,12,9,70,7,12,1417
134,12,8,22,61,22,22,4,22,10,10,24,58,11,17,0,2012,10,9,34,62,16,19,2,33,19,0,26,18,59,7,28,1443
134,9,6,26,57,17,25,4,13,6,8,22,60,2,11,0,2008,10,3,28,55,20,19,5,32,26,1,13,16,69,7,11,1164
137,16,1,13,65,22,28,7,14,11,9,18,74,7,15,0,2008,25,4,30,71,16,43,7,25,20,0,18,16,113,11,9,1314
134,13,1,17,60,37,22,12,12,8,6,16,64,3,4,0,2014,12,1,36,47,9,27,2,19,15,0,6,13,71,3,14,1107
137,20,2,22,54,24,30,11,15,10,8,22,81,6,14,0,2016,16,5,18,59,19,33,11,21,13,1,10,13,90,6,10,1277
134,14,3,22,52,12,22,4,7,6,6,20,54,4,9,0,2013,9,0,25,46,14,21,8,25,17,0,8,15,67,3,7,1388
139,8,2,17,64,24,19,8,8,4,18,15,50,4,10,0,2016,14,11,29,49,20,27,8,22,13,0,8,9,75,6,10,1393
136,15,4,23,50,12,22,4,29,17,10,17,65,4,10,0,2010,13,4,24,60,15,25,7,17,9,1,15,21,66,4,11,1435
136,7,1,28,48,14,16,3,9,6,12,22,41,6,22,0,2012,9,5,22,51,17,20,5,26,13,1,10,8,58,9,8,1161
137,8,2,18,49,20,17,8,17,11,9,13,53,4,10,0,2004,19,5,28,60,24,27,9,13,9,0,16,17,72,5,8,1228
137,5,2,16,65,27,25,7,12,8,17,19,65,9,13,0,2006,15,3,25,48,18,22,5,25,20,0,12,12,69,10,17,1314
138,12,3,28,44,14,19,9,12,5,11,17,52,3,18,0,2010,10,1,15,50,20,18,7,19,11,0,7,14,54,6,6,1139
138,7,4,30,64,21,20,4,10,9,13,18,53,6,16,0,2012,11,4,31,55,15,21,4,21,16,0,5,11,62,7,12,1266
136,8,0,24,56,22,19,8,8,4,9,7,50,2,9,0,2011,11,5,30,66,22,27,9,8,5,0,15,8,68,5,4,1361
136,14,3,19,72,30,25,12,18,13,18,16,75,5,10,1,2014,12,6,32,51,14,27,6,22,20,1,6,20,80,5,15,1328
137,9,4,25,62,24,26,10,15,12,9,21,74,3,9,0,2009,17,2,29,64,12,32,4,20,16,0,10,17,84,5,5,1242
138,5,2,20,47,11,15,2,17,12,7,17,44,1,6,0,2014,8,2,30,44,16,19,7,24,18,0,8,16,63,4,6,1361
137,5,3,21,54,21,29,10,12,8,3,22,76,3,13,0,2015,16,3,24,58,22,30,7,28,19,0,11,13,86,5,9,1211
134,15,3,24,54,23,23,10,18,16,6,17,72,4,10,0,2013,10,4,27,52,18,27,8,19,11,1,6,19,73,6,8,1251
136,7,0,15,41,16,17,6,10,8,5,18,48,8,27,0,2013,14,2,19,54,16,31,4,22,13,0,12,13,79,20,16,1257
137,12,5,11,65,16,30,5,12,10,13,13,75,3,6,0,2014,21,5,24,55,17,35,9,16,14,0,10,14,93,5,9,1235
137,9,2,21,49,22,16,5,23,15,11,21,52,9,15,0,2004,10,0,24,49,17,18,5,24,20,1,13,20,61,5,15,1418
137,11,2,24,58,21,23,8,14,9,12,18,63,8,20,0,2005,14,8,22,59,19,26,4,22,19,1,11,10,75,14,16,1150
139,9,4,22,52,14,22,2,18,16,9,16,62,3,14,0,2005,13,4,19,50,20,20,10,17,15,1,7,18,65,10,13,1163
137,9,1,17,47,16,20,5,10,7,9,18,52,7,13,0,2006,10,1,18,42,16,21,5,17,11,1,7,15,58,5,11,1143
137,9,2,21,61,23,23,8,14,11,8,17,65,3,9,0,2012,13,3,32,53,9,31,3,21,14,1,6,13,79,3,10,1361
139,13,4,25,51,25,21,8,17,13,8,23,63,5,12,0,2012,11,3,24,54,15,20,7,31,19,1,17,14,66,4,10,1207
134,7,0,20,55,14,23,2,16,11,11,17,59,3,13,0,2014,16,9,23,53,14,29,4,16,12,1,6,14,74,4,9,1462
136,14,6,28,60,15,24,5,22,12,13,10,65,5,8,0,2015,11,2,28,66,24,28,5,7,5,1,11,15,66,2,11,1261
138,7,3,20,61,28,19,9,23,21,12,22,68,5,5,0,2015,11,4,32,53,11,24,3,27,20,1,13,21,71,2,10,1437
136,16,8,26,56,21,25,9,20,15,10,19,74,5,14,1,2003,17,2,20,64,20,27,7,23,15,0,18,14,76,8,13,1143
139,13,1,18,57,31,27,13,8,6,13,20,73,1,6,0,2004,15,2,17,49,25,23,10,21,19,0,10,13,75,4,8,1435
144,12,5,19,50,22,19,9,13,9,2,25,56,10,13,0,2005,7,0,31,42,10,21,4,25,19,0,4,14,65,2,18,1458
139,10,3,22,56,22,22,3,12,7,6,17,54,7,13,0,2006,17,3,29,56,19,26,8,19,15,0,9,14,75,8,10,1400
144,10,6,26,67,21,19,6,17,13,21,17,57,7,14,0,2012,13,11,30,64,14,24,1,20,11,0,20,14,60,9,14,1242
137,14,2,27,52,13,29,4,16,10,7,24,72,3,13,0,2013,13,4,20,50,18,24,7,33,21,0,4,15,76,5,5,1396
136,10,5,33,60,9,28,4,37,20,10,20,80,7,12,1,2014,16,4,32,64,18,31,9,26,12,0,9,26,83,7,9,1387
144,10,3,25,60,20,23,9,14,10,11,19,65,3,7,0,2015,15,4,27,54,12,27,3,27,18,0,7,13,75,5,5,1257
137,7,7,20,54,21,23,4,16,10,5,31,60,9,11,0,2014,9,2,28,42,13,17,2,48,38,0,9,16,74,7,12,1124
136,14,0,20,55,16,23,5,18,15,6,25,66,9,14,0,2004,10,2,23,46,22,20,7,29,25,1,5,16,72,6,17,1277
138,9,1,20,75,22,28,3,18,13,19,23,72,4,10,0,2004,18,4,29,64,17,30,8,29,23,1,14,18,91,4,8,1211
136,2,6,27,68,10,24,5,6,4,13,16,57,5,5,0,2005,11,7,33,62,14,23,3,18,12,1,16,14,61,4,8,1400
137,12,1,20,71,19,30,3,12,8,11,17,71,10,6,1,2007,16,9,33,62,20,28,7,17,14,1,15,16,77,2,19,1166
144,5,3,29,69,20,22,5,24,18,16,22,67,4,11,0,2004,10,5,36,63,18,27,6,22,12,0,13,22,72,9,16,1210
138,10,1,20,54,9,20,3,25,16,12,17,59,10,14,0,2005,18,3,26,49,12,26,2,20,17,0,6,18,71,9,16,1228
136,15,7,19,70,18,33,5,10,8,17,23,79,5,9,0,2006,18,2,22,56,12,29,6,27,23,0,10,12,87,2,8,1285
139,16,5,20,57,21,21,5,17,15,10,22,62,5,14,0,2007,10,5,24,59,17,23,6,34,26,0,16,16,78,7,10,1272
136,17,2,26,54,21,22,6,12,7,11,21,57,5,12,0,2010,14,3,21,53,20,22,5,23,13,1,10,14,62,8,6,1285
136,13,2,20,65,16,28,4,14,8,16,19,68,6,15,0,2012,19,7,24,50,21,25,7,24,18,1,7,16,75,6,14,1253
137,6,4,23,57,25,17,4,12,9,12,20,47,9,17,0,2005,9,4,29,53,29,15,8,24,17,0,18,15,55,12,20,1437
138,7,1,25,66,17,26,5,17,7,13,18,64,1,11,0,2010,21,7,28,66,17,32,8,20,10,0,12,18,82,6,5,1449
138,13,2,19,58,23,23,5,8,5,17,12,56,5,13,0,2012,9,5,18,48,15,22,7,12,8,0,7,14,59,9,11,1257
136,8,1,18,56,14,21,3,24,17,16,17,62,12,11,0,2013,11,3,23,42,18,22,8,20,16,0,3,20,68,3,13,1217
137,12,2,28,52,21,19,4,19,11,9,18,53,2,10,0,2014,10,5,30,49,15,19,8,17,12,0,5,20,58,6,10,1390
137,14,0,18,62,25,25,7,12,10,16,22,67,5,17,0,2007,11,4,21,51,16,25,4,26,25,0,9,14,79,8,15,1400
137,8,3,25,57,21,23,8,22,13,15,23,67,7,11,0,2010,16,4,26,53,19,20,7,33,23,0,14,22,70,5,9,1277
136,7,6,16,49,12,27,4,10,8,7,13,66,5,17,0,2012,15,0,14,54,13,32,7,10,8,0,7,12,79,12,12,1231
136,10,7,21,61,16,17,2,13,8,21,12,44,9,16,0,2013,17,3,23,54,11,25,4,14,10,0,10,15,64,10,10,1387
136,13,4,27,65,16,26,5,20,12,14,22,69,4,13,1,2014,9,9,30,59,17,23,6,27,21,0,10,18,73,8,11,1361
137,8,3,15,56,15,20,5,16,11,14,15,56,10,11,0,2015,16,3,26,50,13,27,9,15,12,0,10,17,75,7,14,1242
134,13,3,27,64,17,29,4,18,7,15,26,69,6,13,0,2007,10,2,25,62,27,24,8,28,21,1,17,17,77,5,11,1197
136,12,2,26,68,28,24,6,15,13,11,16,67,8,16,0,2005,16,3,34,74,13,34,3,15,13,0,14,14,84,9,14,1328
137,9,1,27,66,19,21,2,34,23,16,17,67,12,21,0,2007,29,7,37,74,22,40,13,26,14,0,13,26,107,14,12,1242
137,15,1,18,55,29,29,13,17,13,7,19,84,6,8,0,2012,14,3,23,59,19,32,10,18,12,1,14,20,86,2,11,1281
139,9,3,17,66,24,18,4,13,10,14,21,50,3,8,0,2012,13,4,35,53,28,28,10,25,18,0,13,12,84,4,13,1196
136,15,2,19,39,25,17,8,13,10,2,15,52,7,16,0,2004,12,1,21,53,13,22,4,18,15,1,14,15,63,10,13,1102
137,12,0,11,58,15,25,6,18,12,11,16,68,9,10,0,2005,27,3,24,58,19,37,12,19,10,1,15,13,96,9,15,1324
139,20,2,27,76,13,27,4,17,7,20,23,65,8,17,0,2005,20,4,35,65,25,31,8,37,22,1,15,18,92,14,13,1235
144,7,5,19,61,28,23,8,19,12,14,21,66,5,9,0,2005,11,3,30,48,19,20,8,24,19,1,12,24,67,3,17,1437
146,17,0,19,61,24,30,11,13,11,10,17,82,5,12,0,2005,19,5,21,64,16,34,5,18,15,1,12,15,88,5,9,1458
152,15,4,27,74,23,25,7,18,14,15,19,71,10,12,0,2005,18,6,38,71,20,35,6,17,11,1,13,17,87,5,13,1277
154,18,1,22,70,40,27,12,6,4,17,18,70,8,8,0,2005,12,2,26,52,16,27,9,19,12,1,8,13,75,4,10,1228
137,5,2,16,65,27,25,7,12,8,17,19,65,9,13,0,2006,15,3,25,48,18,22,5,25,20,1,12,12,69,10,17,1293
136,14,1,10,59,22,28,6,6,3,6,13,65,12,16,0,2007,24,6,27,57,13,37,6,11,6,1,11,8,86,7,22,1184
138,15,0,18,59,20,22,8,17,15,11,27,67,5,10,0,2007,12,3,26,52,16,25,6,34,25,1,14,17,81,6,10,1277
144,13,7,29,61,18,26,5,9,7,10,19,64,5,18,0,2007,11,4,26,77,14,30,2,17,12,1,20,14,74,6,9,1425
137,16,1,13,65,22,28,7,14,11,9,18,74,7,15,0,2008,25,4,30,71,16,43,7,25,20,1,18,16,113,11,9,1291
139,11,3,13,59,18,28,5,23,16,14,13,77,5,9,0,2008,28,5,21,65,16,44,8,17,12,1,11,18,108,3,7,1116
143,9,5,23,57,16,18,2,15,9,9,18,47,6,10,0,2008,11,5,32,58,15,25,5,19,13,1,14,16,68,5,13,1450
145,15,5,14,55,19,29,6,16,9,13,19,73,7,19,0,2008,16,0,18,58,11,31,3,21,18,1,15,17,83,9,14,1257
136,9,6,28,80,17,22,5,14,9,20,17,58,9,18,0,2009,17,8,39,84,14,38,5,24,20,1,20,13,101,11,12,1347
138,12,4,17,64,22,29,9,6,3,16,16,70,5,15,0,2009,13,5,21,59,13,32,6,18,14,1,11,9,84,11,10,1261
144,10,5,27,58,23,27,7,23,16,4,19,77,6,12,0,2009,23,4,31,68,19,36,11,27,15,1,11,17,98,8,9,1211
146,9,0,19,54,19,24,2,16,10,12,20,60,6,16,0,2009,13,2,21,51,14,26,5,16,15,1,6,19,72,9,12,1328
152,8,3,31,79,27,26,5,16,12,22,26,69,7,12,0,2009,16,6,34,62,22,25,11,37,22,1,14,20,83,6,12,1437
